Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-09-26,151.78,153.92,151.69,153.14,36660045.0,0.0,1.0,36.32759542111532,36.83979106086486,36.30605448299501,36.653102930488856,146640180.0
2017-09-25,149.99,151.83,149.16,150.55,44387336.0,0.0,1.0,35.89917009627808,36.33956260895994,35.70051477805745,36.03320260013778,177549344.0
2017-09-22,152.02,152.27,150.56,151.89,46645443.0,0.0,1.0,36.38503792276948,36.444873861992555,36.035596037706696,36.35392323437347,186581772.0
2017-09-21,155.8,155.8,152.75,153.39,37511661.0,0.0,1.0,37.28975732382242,37.28975732382242,36.55975886530086,36.71293886971194,150046644.0
2017-09-20,157.9,158.26,153.83,156.07,52951364.0,0.0,1.0,37.79237921329628,37.878542965777505,36.81825012274456,37.35438013818334,211805456.0
2017-09-19,159.51,159.77,158.44,158.73,20810632.0,0.0,1.0,38.17772266189289,38.239952038684905,37.921624842018126,37.99103453151689,83242528.0
2017-09-18,160.11,160.5,157.995,158.67,28269435.0,0.0,1.0,38.32132891602829,38.41467298121629,37.815116870201045,37.97667390610335,113077740.0
2017-09-15,158.47,160.97,158.0,159.88,49114602.0,0.0,1.0,37.92880515472489,38.527164546955674,37.81631358898551,38.266279851943054,196458408.0
2017-09-14,158.99,159.4,158.09,158.28,23760749.0,0.0,1.0,38.0532639083089,38.151394848634745,37.83785452710581,37.88332984091535,95042996.0
2017-09-13,159.87,159.96,157.91,159.65,44907361.0,0.0,1.0,38.263886414374134,38.285427352494445,37.7947726508652,38.21123078785782,179629444.0
2017-09-12,162.61,163.96,158.77,160.86,71714046.0,0.0,1.0,38.919688308259076,39.242802380063694,38.00060828179259,38.500836733697525,286856184.0
2017-09-11,160.5,162.05,159.89,161.5,31580798.0,0.0,1.0,38.41467298121629,38.785655804399376,38.26867328951197,38.6540167381086,126323192.0
2017-09-08,160.86,161.15,158.53,158.63,28611535.0,0.0,1.0,38.500836733697525,38.570246423196295,37.94316578013843,37.96710015582766,114446140.0
2017-09-07,162.09,162.24,160.36,161.26,21928502.0,0.0,1.0,38.79522955467507,38.831131118208916,38.38116485525137,38.596574236454444,87714008.0
2017-09-06,162.71,162.99,160.52,161.91,21651726.0,0.0,1.0,38.943622683948306,39.01063893587815,38.41945985635414,38.75214767843445,86606904.0
2017-09-05,163.75,164.25,160.56,162.08,29536314.0,0.0,1.0,39.19254019111631,39.31221206956246,38.42903360662983,38.79283611710615,118145256.0
2017-09-01,164.8,164.94,163.63,164.05,16591051.0,0.0,1.0,39.44385113585324,39.47735926181816,39.163818940289225,39.264343318184004,66364204.0
2017-08-31,163.64,164.52,163.48,164.0,26785096.0,0.0,1.0,39.16621237785815,39.376834883923394,39.12791737675538,39.252376130339385,107140384.0
2017-08-30,163.8,163.89,162.61,163.35,27269584.0,0.0,1.0,39.204507378960926,39.22604831708123,38.919688308259076,39.09680268835938,109078336.0
2017-08-29,160.1,163.12,160.0,162.91,29516910.0,0.0,1.0,38.31893547845936,39.04175362427415,38.29500110277013,38.991491435326765,118067640.0
2017-08-28,160.14,162.0,159.93,161.47,25965972.0,0.0,1.0,38.32850922873505,38.77368861655476,38.27824703978767,38.64683642540183,103863888.0
2017-08-25,159.65,160.56,159.27,159.86,25480063.0,0.0,1.0,38.21123078785782,38.42903360662983,38.12028016023874,38.26149297680521,101920252.0
2017-08-24,160.43,160.74,158.55,159.27,19818918.0,0.0,1.0,38.39791891823383,38.47211548287044,37.94795265527628,38.12028016023874,79275672.0
2017-08-23,159.07,160.47,158.88,159.98,19399081.0,0.0,1.0,38.072411408860276,38.40749266850952,38.02693609505074,38.29021422763228,77596324.0
2017-08-22,158.23,160.0,158.02,159.78,21604585.0,0.0,1.0,37.87136265307073,38.29500110277013,37.821100464123354,38.242345476253824,86418340.0
2017-08-21,157.5,157.89,155.1101,157.21,26368528.0,0.0,1.0,37.696641710539346,37.789985775727345,37.12463406594241,37.62723202104058,105474112.0
2017-08-18,157.86,159.5,156.72,157.5,27428069.0,0.0,1.0,37.78280546302059,38.175329224323974,37.50995358016334,37.696641710539346,109712276.0
2017-08-17,160.52,160.71,157.84,157.86,27940565.0,0.0,1.0,38.41945985635414,38.46493517016368,37.778018587882734,37.78280546302059,111762260.0
2017-08-16,161.94,162.51,160.15,160.95,27671612.0,0.0,1.0,38.75932799114122,38.89575393256984,38.33090266630398,38.52237767181783,110686448.0
2017-08-15,160.66,162.195,160.14,161.6,29465487.0,0.0,1.0,38.45296798231906,38.82036064914876,38.32850922873505,38.67795111379783,117861948.0
2017-08-14,159.32,160.21,158.75,159.85,22122734.0,0.0,1.0,38.13224734808336,38.34526329171752,37.99582140665474,38.25909953923628,88490936.0
2017-08-11,156.6,158.5728,156.07,157.48,26257096.0,0.0,1.0,37.481232329336265,37.95340969293342,37.35438013818334,37.6918548354015,105028384.0
2017-08-10,159.9,160.0,154.63,155.32,40804273.0,0.63,1.0,38.2710667270809,38.29500110277013,37.00972512825841,37.174872320514105,163217092.0
2017-08-09,159.26,161.27,159.11,161.059998,26131530.0,0.0,1.0,37.96389974841344,38.44303724994749,37.92814321844822,38.39297763124243,104526120.0
2017-08-08,158.6,161.83,158.27,160.08,36205896.0,0.0,1.0,37.806571016566444,38.576528295151,37.72790665064295,38.15936877889002,144823584.0
2017-08-07,157.06,158.92,156.6701,158.81,21870321.0,0.0,1.0,37.43947064225679,37.88285161382559,37.34652750203384,37.85663015851777,87481284.0
2017-08-04,156.07,157.4,155.69,156.39,20559852.0,0.0,1.0,37.20347754448628,37.52051877684463,37.112894335241045,37.27975814174543,82239408.0
2017-08-03,157.05,157.21,155.02,155.57,27097296.0,0.0,1.0,37.43708687359244,37.47522717222201,36.953181834729705,37.084289111268866,108389184.0
2017-08-02,159.28,159.75,156.16,157.14,69936800.0,0.0,1.0,37.96866728574214,38.08070441296652,37.22493146246542,37.458540791571565,279747200.0
2017-08-01,149.1,150.22,148.41,150.05,35368645.0,0.0,1.0,35.54199078543542,35.80897287584244,35.37751074759537,35.76844880854852,141474580.0
2017-07-31,149.9,150.33,148.13,148.73,19845920.0,0.0,1.0,35.73269227858329,35.83519433115028,35.31076522499362,35.45379134485452,79383680.0
2017-07-28,149.89,150.23,149.19,149.5,17213653.0,0.0,1.0,35.73030850991894,35.81135664450679,35.563444703414554,35.63734153200935,68854612.0
2017-07-27,153.75,153.99,147.3,150.56,32476337.0,0.0,1.0,36.650443214357445,36.70765366230181,35.1129124258527,35.89002101043029,129905348.0
2017-07-26,153.35,153.93,153.06,153.46,15780951.0,0.0,1.0,36.55509246778351,36.69335105031572,36.4859631765174,36.581313923091344,63123804.0
2017-07-25,151.8,153.84,151.8,152.74,18853932.0,0.0,1.0,36.1856083248095,36.67189713233658,36.1856083248095,36.40968257925825,75415728.0
2017-07-24,150.58,152.44,149.9,152.09,21493160.0,0.0,1.0,35.89478854775899,36.3381695193278,35.73269227858329,36.2547376160756,85972640.0
2017-07-21,149.99,150.44,148.88,150.27,26252630.0,0.0,1.0,35.75414619656243,35.86141578645811,35.48954787481975,35.82089171916419,105010520.0
2017-07-20,151.5,151.74,150.19,150.34,17243748.0,0.0,1.0,36.11409526487905,36.17130571282341,35.801821569849395,35.83757809981463,68974992.0
2017-07-19,150.48,151.42,149.95,151.02,20922969.0,0.0,1.0,35.8709508611155,36.095025115564255,35.74461112190503,35.99967436899032,83691876.0
2017-07-18,149.2,150.13,148.67,150.08,17868792.0,0.0,1.0,35.5658284720789,35.787518957863306,35.43948873286843,35.77560011454157,71475168.0
2017-07-17,148.82,150.9,148.57,149.56,23793456.0,0.0,1.0,35.47524526283366,35.97106914501814,35.415651046224944,35.65164414399545,95173824.0
2017-07-14,147.97,149.33,147.33,149.04,20132061.0,0.0,1.0,35.27262492636404,35.596817464715436,35.12006373184575,35.52768817344933,80528244.0
2017-07-13,145.5,148.49,145.44,147.77,25199373.0,0.0,1.0,34.683834066269974,35.396580896910166,34.669531454283884,35.224949553077074,100797492.0
2017-07-12,145.87,146.18,144.82,145.74,24884478.0,0.0,1.0,34.77203350685087,34.84593033544567,34.521737797094275,34.74104451421434,99537912.0
2017-07-11,144.73,145.85,144.38,145.53,19781836.0,0.0,1.0,34.50028387911514,34.76726596952217,34.41685197586295,34.69098537226302,79127344.0
2017-07-10,144.11,145.95,143.37,145.06,21090636.0,0.0,1.0,34.35249022192554,34.79110365616565,34.176091340763755,34.578948245038646,84362544.0
2017-07-07,142.9,144.75,142.9,144.18,19201712.0,0.0,1.0,34.06405421353938,34.50505141644384,34.06405421353938,34.36917660257598,76806848.0
2017-07-06,143.02,143.5,142.41,142.73,24128782.0,0.0,1.0,34.09265943751156,34.207080333400285,33.9472495489863,34.02353014624545,96515128.0
2017-07-05,143.69,144.79,142.7237,144.09,21569557.0,0.0,1.0,34.252371938022904,34.514586491101234,34.02202837198691,34.347722684596846,86278228.0
2017-07-03,144.88,145.3,143.1,143.5,14258300.0,0.0,1.0,34.53604040908037,34.63615869298301,34.11172958682634,34.207080333400285,57033200.0
2017-06-30,144.45,144.96,143.78,144.02,23024107.0,0.0,1.0,34.43353835651338,34.55511055839516,34.27382585600204,34.331036303946405,92096428.0
2017-06-29,144.71,145.13,142.28,143.68,31499368.0,0.0,1.0,34.49551634178645,34.59563462568908,33.91626055634977,34.24998816935856,125997472.0
2017-06-28,144.49,146.11,143.1601,145.83,22082432.0,0.0,1.0,34.44307343117078,34.82924395479523,34.12605603649908,34.762498432193475,88329728.0
2017-06-27,145.01,146.16,143.62,143.73,24761891.0,0.0,1.0,34.567029401716894,34.84116279811697,34.23568555737246,34.2619070126803,99047564.0
2017-06-26,147.17,148.28,145.38,145.82,25692361.0,0.0,1.0,35.08192343321616,35.34652175495884,34.65522884229779,34.76011466352912,102769444.0
2017-06-23,145.13,147.16,145.11,146.28,35439389.0,0.0,1.0,34.59563462568908,35.07953966455182,34.59086708836039,34.869768022089154,141757556.0
2017-06-22,145.77,146.7,145.1199,145.63,19106294.0,0.0,1.0,34.748195820207386,34.969886305991785,34.59322701933809,34.714823058906504,76425176.0
2017-06-21,145.52,146.0693,144.61,145.87,21265751.0,0.0,1.0,34.68860160359867,34.81954201633133,34.471678655142966,34.77203350685087,85063004.0
2017-06-20,146.87,146.87,144.94,145.01,24900073.0,0.0,1.0,35.010410373285715,35.010410373285715,34.55034302106646,34.567029401716894,99600292.0
2017-06-19,143.66,146.74,143.66,146.34,32541404.0,0.0,1.0,34.245220632029856,34.979421380649185,34.245220632029856,34.88407063407524,130165616.0
2017-06-16,143.78,144.5,142.2,142.27,50361093.0,0.0,1.0,34.27382585600204,34.445457199835126,33.897190407034984,33.913876787685425,201444372.0
2017-06-15,143.32,144.4798,142.21,144.29,32165373.0,0.0,1.0,34.16417249744201,34.44064198713315,33.899574175699335,34.39539805788381,128661492.0
2017-06-14,147.5,147.5,143.84,145.16,31531232.0,0.0,1.0,35.16058779913966,35.16058779913966,34.28812846798813,34.60278593168213,126124928.0
2017-06-13,147.16,147.45,145.15,146.59,34165445.0,0.0,1.0,35.07953966455182,35.14866895581792,34.600402163017776,34.94366485068396,136661780.0
2017-06-12,145.74,146.09,142.51,145.42,72307330.0,0.0,1.0,34.74104451421434,34.824476417466535,33.97108723562978,34.66476391695518,289229320.0
2017-06-09,155.19,155.19,146.02,148.98,64882657.0,0.0,1.0,36.99370590202362,36.99370590202362,34.807790036816094,35.51338556146323,259530628.0
2017-06-08,155.25,155.54,154.4,154.99,21250798.0,0.0,1.0,37.00800851400972,37.07713780527582,36.805388177540095,36.94603052873666,85003192.0
2017-06-07,155.02,155.98,154.48,155.37,21069647.0,0.0,1.0,36.953181834729705,37.182023626507146,36.82445832685488,37.036613737981895,84278588.0
2017-06-06,153.9,155.81,153.78,154.45,26624926.0,0.0,1.0,36.68619974432267,37.14149955921323,36.65759452035049,36.81730702086183,106499704.0
2017-06-05,154.34,154.45,153.46,153.93,25331662.0,0.0,1.0,36.791085565554006,36.81730702086183,36.581313923091344,36.69335105031572,101326648.0
2017-06-02,153.58,155.45,152.89,155.45,27770715.0,0.0,1.0,36.60991914706353,37.05568388729668,36.44543910922348,37.05568388729668,111082860.0
2017-06-01,153.17,153.33,152.22,153.18,16404088.0,0.0,1.0,36.512184631825235,36.55032493045481,36.28572660871213,36.51456840048959,65616352.0
2017-05-31,153.97,154.17,152.38,152.76,24451164.0,0.0,1.0,36.70288612497311,36.750561498260076,36.32386690734171,36.41445011658695,97804656.0
2017-05-30,153.42,154.43,153.33,153.67,20126851.0,0.0,1.0,36.571778848433944,36.81253948353314,36.55032493045481,36.63137306504266,80507404.0
2017-05-26,154.0,154.24,153.31,153.61,21927637.0,0.0,1.0,36.71003743096616,36.767247878910524,36.54555739312612,36.61707045305657,87710548.0
2017-05-25,153.73,154.35,153.03,153.87,19235598.0,0.0,1.0,36.64567567702875,36.79346933421835,36.47881187052436,36.67904843832963,76942392.0
2017-05-24,153.84,154.17,152.67,153.34,19219154.0,0.0,1.0,36.67189713233658,36.750561498260076,36.39299619860781,36.55270869911916,76876616.0
2017-05-23,154.9,154.9,153.31,153.8,19918871.0,0.0,1.0,36.92457661075752,36.92457661075752,36.54555739312612,36.66236205767919,79675484.0
2017-05-22,154.0,154.58,152.91,153.99,22966437.0,0.0,1.0,36.71003743096616,36.84829601349837,36.450206646552175,36.70765366230181,91865748.0
2017-05-19,153.38,153.98,152.63,153.06,26960788.0,0.0,1.0,36.56224377377655,36.70526989363746,36.38346112395042,36.4859631765174,107843152.0
2017-05-18,151.27,153.34,151.13,152.54,33568215.0,0.0,1.0,36.059268585599035,36.55270869911916,36.02589582429815,36.36200720597128,134272860.0
2017-05-17,153.6,154.57,149.71,150.25,50767678.0,0.0,1.0,36.61468668439222,36.84591224483402,35.687400673960674,35.81612418183549,203070712.0
2017-05-16,155.94,156.06,154.72,155.47,20048478.0,0.0,1.0,37.17248855184976,37.20109377582194,36.881668774799245,37.06045142462538,80193912.0
2017-05-15,156.01,156.65,155.05,155.7,26009719.0,0.0,1.0,37.189174932500194,37.3417361270185,36.960333140722746,37.11527810390539,104038876.0
2017-05-12,154.7,156.42,154.67,156.1,32527017.0,0.0,1.0,36.87690123747055,37.28690944773848,36.8697499314775,37.21062885047933,130108068.0
2017-05-11,152.45,154.07,152.31,153.95,27255058.0,0.63,1.0,36.340553287992144,36.726723811616594,36.30718052669127,36.698118587644416,109020232.0
2017-05-10,153.63,153.94,152.11,153.26,25805692.0,0.0,1.0,36.47258350769706,36.546179165364094,36.11172737978129,36.38474352919125,103222768.0
2017-05-09,153.87,154.88,153.45,153.99,39130363.0,0.0,1.0,36.529560791052184,36.76934019183832,36.42985054518072,36.558049432729746,156521452.0
2017-05-08,149.03,153.7,149.03,153.01,48752413.0,0.0,1.0,35.38051891005723,36.48920188200897,35.38051891005723,36.325392192363,195009652.0
2017-05-05,146.76,148.98,146.76,148.96,27327725.0,0.0,1.0,34.84160877165671,35.36864864269158,34.84160877165671,35.36390053574532,109310900.0
2017-05-04,146.52,147.14,145.81,146.53,23371872.0,0.0,1.0,34.78463148830159,34.93182280363565,34.61607369170936,34.78700554177472,93487488.0
2017-05-03,145.59,147.49,144.27,147.06,45697034.0,0.0,1.0,34.563844515300495,35.01491467519521,34.25046945684733,34.91283037585061,182788136.0
2017-05-02,147.54,148.09,146.84,147.51,45352194.0,0.0,1.0,35.02678494256085,35.15735788358301,34.86060119944175,35.01966278214147,181408776.0
2017-05-01,145.1,147.2,144.96,146.58,33602943.0,0.0,1.0,34.44751589511712,34.94606712447443,34.4142791464933,34.79887580914038,134411772.0
2017-04-28,144.09,144.3,143.27,143.65,20860358.0,0.0,1.0,34.20773649433099,34.25759161726672,34.01306410953433,34.103278141513265,83441432.0
2017-04-27,143.9225,144.16,143.31,143.79,14246347.0,0.0,1.0,34.16797109865606,34.2243548686429,34.022560323426845,34.136514890137086,56985388.0
2017-04-26,144.47,144.6,143.3762,143.68,20041241.0,0.0,1.0,34.297950526309926,34.32881322146062,34.03827655741897,34.11040030193266,80164964.0
2017-04-25,143.91,144.9,143.87,144.53,18871501.0,0.0,1.0,34.16500353181465,34.40003482565452,34.15550731792213,34.31219484714871,75486004.0
2017-04-24,143.5,143.95,143.18,143.64,17116599.0,0.0,1.0,34.06766733941631,34.174499745707166,33.99169762827615,34.10090408804013,68466396.0
2017-04-21,142.44,142.68,141.85,142.27,17320928.0,0.0,1.0,33.816017671264525,33.87299495461965,33.675948516349855,33.77565876222132,69283712.0
2017-04-20,141.22,142.92,141.16,142.44,23319562.0,0.0,1.0,33.52638314754266,33.929972237974766,33.51213882670388,33.816017671264525,93278248.0
2017-04-19,141.88,142.0,140.45,140.68,17328375.0,0.0,1.0,33.68307067676924,33.7115593184468,33.34358103011164,33.39818425999364,69313500.0
2017-04-18,141.41,142.04,141.11,141.2,14697544.0,0.0,1.0,33.57149016353213,33.72105553233932,33.50026855933823,33.5216350405964,58790176.0
2017-04-17,141.48,141.88,140.87,141.83,16582094.0,0.0,1.0,33.588108537844036,33.68307067676924,33.44329127598311,33.671200409403596,66328376.0
2017-04-13,141.91,142.38,141.05,141.05,17822880.0,0.0,1.0,33.69019283718863,33.80177335042575,33.48602423849945,33.48602423849945,71291520.0
2017-04-12,141.6,142.15,141.01,141.8,20350000.0,0.0,1.0,33.6165971795216,33.74717012054376,33.47652802460693,33.664078248984204,81400000.0
2017-04-11,142.94,143.35,140.06,141.63,30379376.0,0.0,1.0,33.93472034492103,34.03205653731936,33.25099294465957,33.62371933994099,121517504.0
2017-04-10,143.6,143.8792,142.9,143.17,18933397.0,0.0,1.0,34.09140787414761,34.1576914471174,33.925224131028514,33.98932357480302,75733588.0
2017-04-07,143.73,144.18,143.27,143.34,16658543.0,0.0,1.0,34.1222705692983,34.22910297558916,34.01306410953433,34.02968248384623,66634172.0
